tittle , url , addr1 , addr2 , number of post , rating value , category , price 
Casa Marana Craft Beer + Wine , https://www.yelp.com/biz/casa-marana-craft-beer-wine-marana-3 , 8225 N Courtney Page Way , Tucson , 36 , 4 , Wine Bars , $$
Taco Giro , https://www.yelp.com/biz/taco-giro-tucson , 5754 E 22nd St , Tucson , 119 , 3 , Mexican , $
China Bamboo , https://www.yelp.com/biz/china-bamboo-tucson , 6910 E Tanque Verde Rd , Tucson , 107 , 3 , Chinese , $$
La Placita Cafe , https://www.yelp.com/biz/la-placita-cafe-tucson , 2950 N Swan Rd , Tucson , 38 , 4 , Mexican , $$
International Wildlife Museum , https://www.yelp.com/biz/international-wildlife-museum-tucson , 4800 W Gates Pass Rd , Tucson , 46 , 4 , Museums , 
Biscuits Country Cafe , https://www.yelp.com/biz/biscuits-country-cafe-tucson , 7026 E Broadway Blvd , Tucson , 144 , 3 , Breakfast &amp; Brunch , $$
The Cheesecake Factory , https://www.yelp.com/biz/the-cheesecake-factory-tucson , 60 W Wetmore Rd , Tucson , 367 , 3 , Desserts , $$
R Bar , https://www.yelp.com/biz/r-bar-tucson , 350 E Congress St , Tucson , 77 , 3 , Cocktail Bars , $$
Growler’s Taphouse , https://www.yelp.com/biz/growlers-taphouse-tucson , 8275 N Silverbell Rd , Tucson , 115 , 3 , Sports Bars , $$
Char’s Thai , https://www.yelp.com/biz/chars-thai-tucson , 5039 E 5th St , Tucson , 196 , 3 , Thai , $$
Jason’s Deli , https://www.yelp.com/biz/jasons-deli-tucson , 4545 N Oracle Rd , Tucson , 76 , 4 , Delis , $ , https://www.yelp.com/biz/jasons-deli-tucson-3 , 6061 E Broadway Blvd , Tucson , 86 , 3 , Delis , $
Maru Japanese Noodle Shop , https://www.yelp.com/biz/maru-japanese-noodle-shop-tucson , 1370 N Silverbell Rd , Tucson , 87 , 3 , Japanese , $$
Coffee X Change , https://www.yelp.com/biz/coffee-x-change-tucson-5 , 6841 E Camino Principal , Tucson , 128 , 3 , Coffee &amp; Tea , $
Dutch Bros Coffee , https://www.yelp.com/biz/dutch-bros-coffee-tucson-2 , 120 S Wilmot Rd , Tucson , 63 , 4 , Coffee &amp; Tea , $ , https://www.yelp.com/biz/dutch-bros-coffee-tucson-9 , 5690 W Cortaro Farms Rd , Tucson , 40 , 4 , Coffee &amp; Tea ,  , https://www.yelp.com/biz/dutch-bros-coffee-tucson-3 , 10105 E Old Vail Rd , Tucson , 29 , 4 , Coffee &amp; Tea ,  , https://www.yelp.com/biz/dutch-bros-coffee-tucson-6 , 9330 E Golf Links Rd , Tucson , 15 , 4 , Coffee &amp; Tea , 
Hot Wok Restaurant , https://www.yelp.com/biz/hot-wok-restaurant-tucson-2 , 7755 E Golf Links Rd , Tucson , 112 , 3 , Chinese , $
Ombre Coffee , https://www.yelp.com/biz/ombre-coffee-tucson , 2936 E Broadway Blvd , Tucson , 30 , 4 , Coffee &amp; Tea , $
New York Pizza , https://www.yelp.com/biz/new-york-pizza-tucson-2 , 8771 E Broadway Blvd , Tucson , 117 , 3 , Pizza , $
Waffle House , https://www.yelp.com/biz/waffle-house-tucson , 3565 E Irvington Rd , Tucson , 53 , 4 , American (New) , $ , https://www.yelp.com/biz/waffle-house-tucson-5 , 1380 W Grant Rd , Tucson , 75 , 3 , Diners , $
Shogun Japanese Restaurant &amp; Sushi Bar , https://www.yelp.com/biz/shogun-japanese-restaurant-and-sushi-bar-tucson-2 , 5036 N Oracle Rd , Tucson , 226 , 3 , Japanese , $$
Freddy’s Frozen Custard &amp; Steakburgers , https://www.yelp.com/biz/freddys-frozen-custard-and-steakburgers-marana , 3725 W Orange Grove Rd , Tucson , 96 , 4 , Ice Cream &amp; Frozen Yogurt , $ , https://www.yelp.com/biz/freddys-frozen-custard-and-steakburgers-tucson , 7120 E Broadway , Tucson , 136 , 3 , Burgers , $
Potbelly Sandwich Shop , https://www.yelp.com/biz/potbelly-sandwich-shop-tucson , 5545 E Broadway Blvd , Tucson , 70 , 3 , Sandwiches , $
The Hut , https://www.yelp.com/biz/the-hut-tucson , 305 N 4th Ave , Tucson , 99 , 3 , Dive Bars , $
Elvira’s , https://www.yelp.com/biz/elviras-tucson , 256 E Congress St , Tucson , 219 , 3 , Mexican , $$
Chuy’s Mesquite Broiler , https://www.yelp.com/biz/chuys-mesquite-broiler-oro-valley , 8195 N Oracle Rd , Tucson , 74 , 3 , Mexican , $
Rincon Market , https://www.yelp.com/biz/rincon-market-tucson , 2513 E 6th St , Tucson , 208 , 3 , Grocery , $$
Piazza Gavi , https://www.yelp.com/biz/piazza-gavi-tucson , 5415 N Kolb Rd , Tucson , 258 , 3 , Italian , $$
C.I. Chu’s Mongolian Barbeque , https://www.yelp.com/biz/c-i-chus-mongolian-barbeque-tucson , 4540 E Broadway Blvd , Tucson , 161 , 3 , Mongolian , $$
Piezanos Rustic Pizza and Wine , https://www.yelp.com/biz/piezanos-rustic-pizza-and-wine-tucson , 2921 E Ft Lowell Rd , Tucson , 81 , 3 , Pizza , $$
RA Sushi Bar Restaurant , https://www.yelp.com/biz/ra-sushi-bar-restaurant-tucson , 2905 E Skyline Dr , Tucson , 371 , 3 , Sushi Bars , $$
Tucson Museum of Art and Historic Block , https://www.yelp.com/biz/tucson-museum-of-art-and-historic-block-tucson , 140 N Main Ave , Tucson , 57 , 4 , Art Museums , 
Lucky Wishbone , https://www.yelp.com/biz/lucky-wishbone-tucson-6 , 2545 N Campbell Ave , Tucson , 85 , 3 , Southern , $
European Market &amp; Deli , https://www.yelp.com/biz/european-market-and-deli-tucson , 4500 E Speedway Blvd , Tucson , 33 , 4 , Delis , $
Gentle Ben’s , https://www.yelp.com/biz/gentle-bens-tucson , 865 E University Blvd , Tucson , 299 , 3 , Breweries , $$
Wok Fire &amp; Grill , https://www.yelp.com/biz/wok-fire-and-grill-tucson , 1135 N Park Ave , Tucson , 39 , 4 , Asian Fusion , 
Pat’s Drive In , https://www.yelp.com/biz/pats-drive-in-tucson , 1202 W Niagara St , Tucson , 167 , 3 , Hot Dogs , $
Hermanos Hotdogs, Tacos , https://www.yelp.com/biz/hermanos-hotdogs-tacos-tucson-2 , 7889 E 22nd St , Tucson , 13 , 4 , Street Vendors , $
Signature Grill , https://www.yelp.com/biz/signature-grill-tucson , 3800 W Starr Pass Blvd , Tucson , 95 , 3 , Southern , $$$
Five Guys , https://www.yelp.com/biz/five-guys-marana , 7077 N Thornydale Rd , Tucson , 48 , 4 , Burgers , $
Culver’s , https://www.yelp.com/biz/culvers-tucson-2 , 6905 N Thornydale Rd , Tucson , 96 , 3 , Burgers , $ , https://www.yelp.com/biz/culvers-tucson-3 , 4810 N 1st Ave , Tucson , 80 , 3 , Burgers , $
Pinnacle Peak , https://www.yelp.com/biz/pinnacle-peak-tucson , 6541 E Tanque Verde Rd , Tucson , 300 , 3 , Steakhouses , $$
Ole’ Mexican Grill , https://www.yelp.com/biz/ole-mexican-grill-tucson , 2080 W Orange Grove Rd , Tucson , 136 , 3 , Mexican , $$
Nomico Healthy Dessert , https://www.yelp.com/biz/nomico-healthy-dessert-tucson , 595 East Wetmore Rd , Tucson , 75 , 3 , Desserts , $
Five Guys , https://www.yelp.com/biz/five-guys-marana , 7077 N Thornydale Rd , Tucson , 48 , 4 , Burgers , $ , https://www.yelp.com/biz/five-guys-tucson-5 , 5331 S Calle Santa Cruz , Tucson , 17 , 4 , Burgers , $
Oracle Crossing Shopping Center , https://www.yelp.com/biz/carrabbas-italian-grill-oro-valley-4 , 7635 N Oracle Rd , Tucson , 144 , 3 , Italian , $$
Monterey Court , https://www.yelp.com/biz/monterey-court-tucson , 505 W Miracle Mile , Tucson , 92 , 3 , Art Galleries , $$
R&amp;R Bar And Grill , https://www.yelp.com/biz/r-and-r-bar-and-grill-tucson , 7060 S Tucson Blvd , Tucson , 84 , 3 , American (New) , $$
The Hungry Fox Restaurant &amp; Country Store , https://www.yelp.com/biz/the-hungry-fox-restaurant-and-country-store-tucson , 4637 E Broadway Blvd , Tucson , 154 , 3 , American (Traditional) , $$
Tacos De Cabeza , https://www.yelp.com/biz/tacos-de-cabeza-tucson , 5231 S 12th Ave , Tucson , 11 , 5 , Food Trucks , $
San Xavier Mission Franciscan Friars , https://www.yelp.com/biz/san-xavier-mission-franciscan-friars-tucson , 1950 W San Xavier Rd , Tucson , 11 , 5 , Landmarks &amp; Historical Buildings , 
Ricuras de Venezuela , https://www.yelp.com/biz/ricuras-de-venezuela-tucson ,  , Tucson , 27 , 4 , Food Trucks , $
Starbucks , https://www.yelp.com/biz/starbucks-tucson-24 , 9525 E Old Spanish Trl , Tucson , 34 , 4 , Coffee &amp; Tea , $$ , https://www.yelp.com/biz/starbucks-tucson-45 , 4700 East Sunrise Dr , Tucson , 39 , 4 , Coffee &amp; Tea , $$
Brother John’s Beer, Bourbon &amp; BBQ , https://www.yelp.com/biz/brother-johns-beer-bourbon-and-bbq-tucson-4 , 1801 North Stone Ave , Tucson , 453 , 3 , Barbeque , $$
Brooklyn’s Beer &amp; Burgers , https://www.yelp.com/biz/brooklyns-beer-and-burgers-tucson , 3790 E Irvington Rd , Tucson , 141 , 3 , Burgers , $$
7 Degrees Ice Cream Rolls &amp; Boba Tea , https://www.yelp.com/biz/7-degrees-ice-cream-rolls-and-boba-tea-tucson , 4386 N Oracle Rd , Tucson , 77 , 3 , Ice Cream &amp; Frozen Yogurt , $$
Two Boots BBQ Shop , https://www.yelp.com/biz/two-boots-bbq-shop-tucson , 1830 S Park Ave , Tucson , 31 , 4 , Soul Food , 
Snack Monster , https://www.yelp.com/biz/snack-monster-tucson , 4500 N Oracle Rd , Tucson , 9 , 5 , Desserts , $
Tracy’s Irresistible Desserts , https://www.yelp.com/biz/tracys-irresistible-desserts-sahuarita-4 ,  , Tucson , 9 , 5 , Desserts , $
Fortunato’s Italian Deli , https://www.yelp.com/biz/fortunatos-italian-deli-tucson-2 , 9100 E Tanque Verde Rd , Tucson , 50 , 4 , Delis , $
Mariscos Chihuahua , https://www.yelp.com/biz/mariscos-chihuahua-tucson-4 , 1009 N Grande Ave , Tucson , 212 , 4 , Seafood , $$ , https://www.yelp.com/biz/mariscos-chihuahua-tucson-5 , 4185 W Ina Rd , Tucson , 64 , 3 , Seafood , $$
Bay Horse Tavern , https://www.yelp.com/biz/bay-horse-tavern-tucson , 2802 E Grant Rd , Tucson , 30 , 4 , Dive Bars , $
Brothers Noodles , https://www.yelp.com/biz/brothers-noodles-tucson , 5605 E Speedway Blvd , Tucson , 174 , 3 , Chinese , $
Hogie House , https://www.yelp.com/biz/hogie-house-tucson , 5138 E Speedway Blvd , Tucson , 46 , 4 , Sandwiches , $
Sky Bar , https://www.yelp.com/biz/sky-bar-tucson , 536 N 4th Ave , Tucson , 144 , 3 , Lounges , $
Magpies Gourmet Pizza , https://www.yelp.com/biz/magpies-gourmet-pizza-tucson-5 , 605 N 4th Ave , Tucson , 205 , 3 , Pizza , $$
China Phoenix Restaurant , https://www.yelp.com/biz/china-phoenix-restaurant-tucson , 7090 N Oracle Rd , Tucson , 137 , 3 , Chinese , $$
Hilton Tucson East , https://www.yelp.com/biz/alloro-d-o-c-tucson , 7600 East Broadway Blvd , Tucson , 23 , 4 , Italian , 
Hana Tokyo , https://www.yelp.com/biz/hana-tokyo-tucson , 5435 S Calle Santa Cruz , Tucson , 138 , 3 , Sushi Bars , $$
Guadalajara Mexican Grill , https://www.yelp.com/biz/guadalajara-mexican-grill-tucson-4 , 4901 E Broadway Blvd , Tucson , 496 , 3 , Mexican , $$
Charrovida , https://www.yelp.com/biz/charrovida-tucson-2 , 7109 N Oracle Rd , Tucson , 14 , 4 , Mexican , 
Bella’s Gelato Shoppe , https://www.yelp.com/biz/bellas-gelato-shoppe-tucson ,  , Tucson , 14 , 4 , Food Trucks , $
Hops Sports Grill , https://www.yelp.com/biz/hops-sports-grill-tucson , 120 S Houghton Rd , Tucson , 101 , 3 , Sports Bars , $$
Five Guys , https://www.yelp.com/biz/five-guys-marana , 7077 N Thornydale Rd , Tucson , 48 , 4 , Burgers , $ , https://www.yelp.com/biz/five-guys-tucson-5 , 5331 S Calle Santa Cruz , Tucson , 17 , 4 , Burgers , $ , https://www.yelp.com/biz/five-guys-tucson-4 , 9484 E 22nd St , Tucson , 36 , 4 , Burgers , $
Zinman’s Food Shop and Vegan Bistro , https://www.yelp.com/biz/zinmans-food-shop-and-vegan-bistro-tucson-2 , 111 W 4th St , Tucson , 17 , 4 , Fruits &amp; Veggies , $
Savaya Coffee Market , https://www.yelp.com/biz/savaya-coffee-market-tucson , 5350 E Broadway Blvd , Tucson , 165 , 4 , Coffee &amp; Tea , $ , https://www.yelp.com/biz/savaya-coffee-market-tucson-2 , 2905 E Skyline Dr , Tucson , 67 , 4 , Coffee &amp; Tea , $ , https://www.yelp.com/biz/savaya-coffee-market-tucson-4 , 6540 E Tanque Verde Rd , Tucson , 14 , 5 , Coffee &amp; Tea , $ , https://www.yelp.com/biz/savaya-coffee-market-oro-valley , 11177 N Oracle Rd , Tucson , 30 , 4 , Coffee &amp; Tea , $$ , https://www.yelp.com/biz/savaya-coffee-market-tucson-3 , 2959 N Swan Rd , Tucson , 17 , 4 , Coffee &amp; Tea , $$$
Omar’s Hi-Way Chef Restaurant , https://www.yelp.com/biz/omars-hi-way-chef-restaurant-tucson , 5451 E Benson Hwy , Tucson , 176 , 3 , American (Traditional) , $$
Arizona Pizza Company , https://www.yelp.com/biz/arizona-pizza-company-tucson , 4955 N Sabino Canyon Rd , Tucson , 105 , 3 , Pizza , $
Baggin’s Gourmet Sandwiches , https://www.yelp.com/biz/baggins-gourmet-sandwiches-tucson-10 , 11015 N Oracle Rd , Tucson , 83 , 4 , Delis , $ , https://www.yelp.com/biz/baggins-gourmet-sandwiches-tucson-8 , 5420 E Broadway Blvd , Tucson , 94 , 3 , Sandwiches , $ , https://www.yelp.com/biz/baggins-gourmet-sandwiches-tucson-5 , 2741 E Speedway Blvd , Tucson , 80 , 3 , Sandwiches , $
Teresa’s Mosaic Cafe , https://www.yelp.com/biz/teresas-mosaic-cafe-tucson , 2455 N Silverbell Rd , Tucson , 397 , 3 , Mexican , $$
Mei Hon , https://www.yelp.com/biz/mei-hon-tucson , 1030 E Irvington Rd , Tucson , 59 , 3 , Chinese , $
The Bambi Bar , https://www.yelp.com/biz/the-bambi-bar-tucson , 5050 E Speedway Blvd , Tucson , 24 , 4 , American (Traditional) , $
Grandma Tony’s Pizza , https://www.yelp.com/biz/grandma-tonys-pizza-tucson-3 , 7878 E Wrightstown Rd , Tucson , 26 , 4 , Pizza , $$
Mama Louisa’s Italian Resturant &amp; Catering , https://www.yelp.com/biz/mama-louisas-italian-resturant-and-catering-tucson , 2041 S Craycroft Rd , Tucson , 231 , 3 , Italian , $$
The Egg Connection , https://www.yelp.com/biz/the-egg-connection-tucson , 3114 E Fort Lowell Rd , Tucson , 111 , 3 , Breakfast &amp; Brunch , $
Kon Tiki Restaurant &amp; Lounge , https://www.yelp.com/biz/kon-tiki-restaurant-and-lounge-tucson , 4625 E Broadway Blvd , Tucson , 264 , 3 , American (Traditional) , $$
Cafe 54 , https://www.yelp.com/biz/cafe-54-tucson , 54 E Pennington St , Tucson , 35 , 4 , American (Traditional) , $
Playground Bar &amp; Lounge , https://www.yelp.com/biz/playground-bar-and-lounge-tucson-2 , 278 E Congress St , Tucson , 193 , 3 , Lounges , $$
Rae’s Place , https://www.yelp.com/biz/raes-place-tucson , 25 N Stone Ave , Tucson , 16 , 4 , Salad , $$
Five Guys , https://www.yelp.com/biz/five-guys-marana , 7077 N Thornydale Rd , Tucson , 48 , 4 , Burgers , $ , https://www.yelp.com/biz/five-guys-tucson-5 , 5331 S Calle Santa Cruz , Tucson , 17 , 4 , Burgers , $ , https://www.yelp.com/biz/five-guys-tucson-4 , 9484 E 22nd St , Tucson , 36 , 4 , Burgers , $ , https://www.yelp.com/biz/five-guys-tucson-3 , 4362 N Oracle Rd , Tucson , 52 , 4 , Fast Food , $
Yogurtland , https://www.yelp.com/biz/yogurtland-tucson , 2800 N Campbell Blvd , Tucson , 62 , 3 , Ice Cream &amp; Frozen Yogurt , $
BJ’s Restaurant &amp; Brewhouse , https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-tucson , 4270 N Oracle Rd , Tucson , 222 , 3 , American (New) , $$ , https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-tucson-2 , 5510 E Broadway Blvd , Tucson , 333 , 3 , Breweries , $$
Chariot Pizza , https://www.yelp.com/biz/chariot-pizza-tucson-2 , 1835 S Alvernon Way , Tucson , 118 , 3 , Pizza , $
Kasbah Hookah &amp; More , https://www.yelp.com/biz/kasbah-hookah-and-more-tucson , 2402 N Campbell Ave , Tucson , 23 , 4 , Hookah Bars , $$
Outlaw Saloon , https://www.yelp.com/biz/outlaw-saloon-tucson , 1302 W Roger Rd , Tucson , 12 , 4 , Bars , $
Fired Pie , https://www.yelp.com/biz/fired-pie-tucson , 350 E Congress St , Tucson , 109 , 4 , Pizza , $ , https://www.yelp.com/biz/fired-pie-tucson-2 , 2645 E Speedway Blvd , Tucson , 57 , 3 , Pizza , $$
The Habit Burger Grill , https://www.yelp.com/biz/the-habit-burger-grill-tucson , 5721 E Broadway Blvd , Tucson , 122 , 3 , Burgers , $$
Mamas Hawaiian BBQ , https://www.yelp.com/biz/mamas-hawaiian-bbq-tucson-3 , 6310 E Tanque Verde Rd , Tucson , 130 , 3 , Barbeque , $$
Kenney D’s , https://www.yelp.com/biz/kenney-ds-tucson , 8060 E 22nd St , Tucson , 107 , 3 , Sandwiches , $
Rubio’s , https://www.yelp.com/biz/rubios-tucson-2 , 2906 N Campbell Ave , Tucson , 70 , 3 , Mexican , $
LongHorn Steakhouse , https://www.yelp.com/biz/longhorn-steakhouse-tucson-6 , 4421 N Oracle Rd , Tucson , 116 , 3 , Steakhouses , $$
Original Cuisine , https://www.yelp.com/biz/original-cuisine-tucson , 1800 E Fort Lowell Rd , Tucson , 30 , 4 , Szechuan , 
Kneaders Bakery &amp; Cafe , https://www.yelp.com/biz/kneaders-bakery-and-cafe-tucson , 135 S Wilmot Rd , Tucson , 120 , 3 , Bakeries , $
Trident Pizza Pub , https://www.yelp.com/biz/trident-pizza-pub-tucson , 446 N Campbell Ave , Tucson , 53 , 3 , Veteran-owned &amp;amp; operated , 
El Herradero Supermarket , https://www.yelp.com/biz/el-herradero-supermarket-tucson , 1310 W Prince Rd , Tucson , 28 , 4 , Grocery , $
Jimmy John’s , https://www.yelp.com/biz/jimmy-johns-tucson-8 , 2575 N Campbell Ave , Tucson , 30 , 4 , Sandwiches , $ , https://www.yelp.com/biz/jimmy-johns-tucson-5 , 5411 E Broadway Blvd , Tucson , 50 , 3 , Sandwiches , $
Angela’s Mexican Food , https://www.yelp.com/biz/angelas-mexican-food-tucson , 9190 N Coachline Blvd , Tucson , 61 , 3 , Mexican , $
Berry Salads , https://www.yelp.com/biz/berry-salads-tucson , 5870 E Broadway Blvd , Tucson , 22 , 4 , Salad , 
Murphy’s Public House , https://www.yelp.com/biz/murphys-public-house-tucson , 140 S Kolb Rd , Tucson , 11 , 4 , Irish Pub , $$
Himmel Park , https://www.yelp.com/biz/himmel-park-tucson , 1000 N Tucson Blvd , Tucson , 24 , 4 , Parks , 
Culver’s , https://www.yelp.com/biz/culvers-tucson-2 , 6905 N Thornydale Rd , Tucson , 96 , 3 , Burgers , $ , https://www.yelp.com/biz/culvers-tucson-3 , 4810 N 1st Ave , Tucson , 80 , 3 , Burgers , $ , https://www.yelp.com/biz/culvers-tucson , 40 S Broadway Pl , Tucson , 123 , 3 , Burgers , $
Jethro’s Café , https://www.yelp.com/biz/jethros-caf%C3%A9-tucson-2 , 8735 E Broadway Blvd , Tucson , 103 , 3 , Breakfast &amp; Brunch , $
Smashburger , https://www.yelp.com/biz/smashburger-tucson-5 , 3837 E Broadway Blvd , Tucson , 100 , 3 , Burgers , $
Clicks Billiards , https://www.yelp.com/biz/clicks-billiards-tucson , 3325 N. First Avenue , Tucson , 34 , 4 , Pool Halls , $$
Texas Roadhouse , https://www.yelp.com/biz/texas-roadhouse-tucson , 170 S Wilmot Rd , Tucson , 284 , 4 , Steakhouses , $$ , https://www.yelp.com/biz/texas-roadhouse-marana , 8450 N Cracker Barrel Rd , Tucson , 168 , 3 , Steakhouses , $$ , https://www.yelp.com/biz/texas-roadhouse-tucson-3 , 968 W Irvington Rd , Tucson , 122 , 3 , Barbeque , $$
Chatime - Bubble Tea Cafe , https://www.yelp.com/biz/chatime-bubble-tea-cafe-tucson-2 , 1800 E Fort Lowell Rd , Tucson , 149 , 3 , Bubble Tea , $
Philly’s Finest , https://www.yelp.com/biz/phillys-finest-tucson-4 , 6210 E Speedway Blvd , Tucson , 61 , 3 , Sandwiches , $
Nevada Smith’s Saloon , https://www.yelp.com/biz/nevada-smiths-saloon-tucson , 1175 W Miracle Mile , Tucson , 57 , 3 , Steakhouses , $
Fruit Shack Smoothies &amp; Yogurt , https://www.yelp.com/biz/fruit-shack-smoothies-and-yogurt-oro-valley , 10785 N Oracle Rd , Tucson , 43 , 4 , Juice Bars &amp; Smoothies , $
The Cozy Corner Cafe , https://www.yelp.com/biz/the-cozy-corner-cafe-tucson , 2530 S Harrison Rd , Tucson , 91 , 3 , Breakfast &amp; Brunch , $
Five Guys , https://www.yelp.com/biz/five-guys-marana , 7077 N Thornydale Rd , Tucson , 48 , 4 , Burgers , $ , https://www.yelp.com/biz/five-guys-tucson-5 , 5331 S Calle Santa Cruz , Tucson , 17 , 4 , Burgers , $ , https://www.yelp.com/biz/five-guys-tucson-4 , 9484 E 22nd St , Tucson , 36 , 4 , Burgers , $ , https://www.yelp.com/biz/five-guys-tucson-3 , 4362 N Oracle Rd , Tucson , 52 , 4 , Fast Food , $ , https://www.yelp.com/biz/five-guys-tucson-2 , 5566 E Broadway Blvd , Tucson , 80 , 3 , Burgers , $$
Bruegger’s Bagels , https://www.yelp.com/biz/brueggers-bagels-tucson-8 , 1064 North Campbell Ave , Tucson , 54 , 3 , Bagels , $
Los Mezquites , https://www.yelp.com/biz/los-mezquites-tucson , 2341-2399 W Drexel Rd , Tucson , 10 , 5 , Restaurants , 
Christina Taylor Green Memorial Linear Park , https://www.yelp.com/biz/christina-taylor-green-memorial-linear-park-tucson ,  , Tucson , 10 , 5 , Parks , 
Coyote Pause Cafe , https://www.yelp.com/biz/coyote-pause-cafe-tucson-3 , 2740 S Kinney Rd , Tucson , 87 , 3 , American (New) , $
Rubio’s , https://www.yelp.com/biz/rubios-tucson-2 , 2906 N Campbell Ave , Tucson , 70 , 3 , Mexican , $ , https://www.yelp.com/biz/rubios-oro-valley , 10509 N Oracle Rd , Tucson , 82 , 3 , Mexican , $
Café Con Leche , https://www.yelp.com/biz/caf%C3%A9-con-leche-tucson , 1439 S 4th Ave , Tucson , 21 , 4 , Coffee &amp; Tea , $$
Luke’s Sandwiches , https://www.yelp.com/biz/lukes-sandwiches-tucson , 1615 S Alvernon Way , Tucson , 83 , 3 , Fast Food , $
Boston’s Restaurant &amp; Sports Bar , https://www.yelp.com/biz/bostons-restaurant-and-sports-bar-tucson , 5825 W Arizona Pavillions Dr , Tucson , 134 , 3 , Pizza , $$
Epazote Kitchen &amp; Cocktails , https://www.yelp.com/biz/epazote-kitchen-and-cocktails-tucson , 10000 N Oracle Rd , Tucson , 69 , 3 , American (New) , $$$
Villa Mexican Food , https://www.yelp.com/biz/villa-mexican-food-tucson , 2840 W Ina Rd , Tucson , 81 , 3 , Mexican , $$
On The Border Mexican Grill &amp; Cantina , https://www.yelp.com/biz/on-the-border-mexican-grill-and-cantina-tucson-5 , 5205 E Broadway Blvd , Tucson , 135 , 3 , Mexican , $$
El Gorrion , https://www.yelp.com/biz/el-gorrion-tucson , 3459 S 12th Ave , Tucson , 28 , 4 , Mexican , $
La Parrilla Suiza , https://www.yelp.com/biz/la-parrilla-suiza-tucson-5 , 5602 E Speedway Blvd , Tucson , 299 , 3 , Mexican , $$
Guadalajara Fiesta Grill , https://www.yelp.com/biz/guadalajara-fiesta-grill-tucson-5 , 750 N Kolb Rd , Tucson , 465 , 3 , Mexican , $$
Salsa and Tequila Challenge , https://www.yelp.com/biz/salsa-and-tequila-challenge-tucson-2 , 2905 E Skyline Dr , Tucson , 16 , 4 , Festivals , 
Bistro 44 , https://www.yelp.com/biz/bistro-44-tucson , 6761 E Tanque Verde Rd , Tucson , 84 , 3 , American (New) , $$
Baggin’s Gourmet , https://www.yelp.com/biz/baggins-gourmet-tucson-3 , 7233 E Speedway Blvd , Tucson , 54 , 3 , Sandwiches , $
Sweetwater Preserve , https://www.yelp.com/biz/sweetwater-preserve-tucson , 4001 N Tortolita Rd , Tucson , 9 , 5 , Hiking , 
Bar Passé , https://www.yelp.com/biz/bar-pass%C3%A9-tucson , 417 N 4th Ave , Tucson , 9 , 5 , Pubs , $$
Angelo’s Pizza &amp; Gyros , https://www.yelp.com/biz/angelos-pizza-and-gyros-tucson , 2410 W Ruthrauff Rd , Tucson , 31 , 4 , Pizza , $
Risky Business , https://www.yelp.com/biz/risky-business-tucson , 6866 E Sunrise Dr , Tucson , 128 , 3 , American (Traditional) , $$
Eegee’s , https://www.yelp.com/biz/eegees-tucson-10 , 2470 N Campbell Ave , Tucson , 66 , 4 , Sandwiches , $ , https://www.yelp.com/biz/eegees-tucson-17 , 7102 E Broadway Blvd , Tucson , 47 , 3 , Sandwiches , $
Lindy’s Off 4th , https://www.yelp.com/biz/lindys-off-4th-tucson-3 , 8995 E Tanque Verde Rd , Tucson , 60 , 3 , Burgers , $$
Golden Phoenix , https://www.yelp.com/biz/golden-phoenix-tucson , 2854 E 22nd St , Tucson , 65 , 3 , Chinese , $
Luke’s , https://www.yelp.com/biz/lukes-tucson-2 , 6741 N Thornydale Rd , Tucson , 76 , 3 , Italian , $
Rubio’s , https://www.yelp.com/biz/rubios-tucson-2 , 2906 N Campbell Ave , Tucson , 70 , 3 , Mexican , $ , https://www.yelp.com/biz/rubios-oro-valley , 10509 N Oracle Rd , Tucson , 82 , 3 , Mexican , $ , https://www.yelp.com/biz/rubios-tucson-4 , 3421 E Broadway Blvd , Tucson , 77 , 3 , Mexican , $
Rusty’s Family Restaurant &amp; Sports Grille , https://www.yelp.com/biz/rustys-family-restaurant-and-sports-grille-tucson-2 , 2075 W Grant Rd , Tucson , 98 , 3 , Sports Bars , $$
Blessed Grounds , https://www.yelp.com/biz/blessed-grounds-tuscon , 902 W Grant Rd , Tucson , 8 , 5 , Coffee Roasteries , 
Finger Rock Trail , https://www.yelp.com/biz/finger-rock-trail-tucson , 7180 N Alvernon Way , Tucson , 8 , 5 , Hiking , 
Tutuli’s Sonoran Hotdogs , https://www.yelp.com/biz/tutulis-sonoran-hotdogs-tucson , 103 E Alameda St , Tucson , 8 , 5 , Hot Dogs , 
Don Pedro’s Peruvian Bistro , https://www.yelp.com/biz/don-pedros-peruvian-bistro-tucson-2 , 4101 S 12th Ave , Tucson , 68 , 3 , Food Trucks , $$
Gigi’s Mexican Peruvian Fusion , https://www.yelp.com/biz/gigis-mexican-peruvian-fusion-tucson ,  , Tucson , 27 , 4 , Mexican , $
Ike’s Coffee &amp; Tea , https://www.yelp.com/biz/ikes-coffee-and-tea-tucson , 100 N Stone Ave , Tucson , 64 , 3 , Coffee &amp; Tea , $
Mandarin Grill , https://www.yelp.com/biz/mandarin-grill-tucson-2 , 505 E Grant Rd , Tucson , 107 , 3 , Chinese , $$
Mangos Refresqueria Y Cafe , https://www.yelp.com/biz/mangos-refresqueria-y-cafe-tucson , 4990 S Campbell Ave , Tucson , 30 , 4 , Juice Bars &amp; Smoothies , 
