tittle , url , addr1 , addr2 , number of post , rating value , category , price 
Ba-Dar , https://www.yelp.com/biz/ba-dar-tucson , 7321 E Broadway Blvd , Tucson , 223 , 4 , Chinese , $$
First Watch , https://www.yelp.com/biz/first-watch-tucson-12 , 4775 E Grant Rd , Tucson , 175 , 4 , Breakfast &amp; Brunch , $$ , https://www.yelp.com/biz/first-watch-tucson-13 , 5350 E Broadway Blvd , Tucson , 171 , 4 , Breakfast &amp; Brunch , $$ , https://www.yelp.com/biz/first-watch-tucson-14 , 7189 E Speedway Blvd , Tucson , 141 , 4 , Cafes , $$ , https://www.yelp.com/biz/first-watch-tucson-15 , 5055 N Oracle Rd , Tucson , 213 , 4 , Breakfast &amp; Brunch , $$
PY Steakhouse , https://www.yelp.com/biz/py-steakhouse-tucson , 5655 W Valencia Rd , Tucson , 138 , 4 , Steakhouses , $$$
Sugar Song Cakes - Temp. CLOSED , https://www.yelp.com/biz/sugar-song-cakes-tucson ,  , Tucson , 15 , 5 , Custom Cakes , $$
Jonathan’s Cork , https://www.yelp.com/biz/jonathans-cork-tucson , 6320 E Tanque Verde Rd , Tucson , 158 , 4 , Steakhouses , $$$
Fired Pie , https://www.yelp.com/biz/fired-pie-tucson , 350 E Congress St , Tucson , 109 , 4 , Pizza , $
Yamato , https://www.yelp.com/biz/yamato-tucson , 857 E Grant Rd , Tucson , 160 , 4 , Japanese , $$
Sachiko Sushi , https://www.yelp.com/biz/sachiko-sushi-tuscon , 1101 N Wilmot Rd , Tucson , 280 , 4 , Japanese , $$
Gus Balons Restaurant , https://www.yelp.com/biz/gus-balons-restaurant-tucson-3 , 6027 E 22nd St , Tucson , 149 , 4 , Breakfast &amp; Brunch , $
Miss Saigon , https://www.yelp.com/biz/miss-saigon-tucson , 1072 N Campbell Ave , Tucson , 629 , 4 , Vietnamese , $ , https://www.yelp.com/biz/miss-saigon-tucson-4 , 250 S Craycroft Rd , Tucson , 197 , 4 , Vietnamese , $$
El Merendero , https://www.yelp.com/biz/el-merendero-tucson , 5443 S 12th Ave , Tucson , 168 , 4 , Mexican , $
Welcome Diner , https://www.yelp.com/biz/welcome-diner-tucson , 902 E Broadway Blvd , Tucson , 448 , 4 , Diners , $$
La Botana Tacos , https://www.yelp.com/biz/la-botana-tacos-tucson , 3200 N 1st Ave , Tucson , 296 , 4 , Mexican , $$ , https://www.yelp.com/biz/la-botana-tacos-tucson-3 , 5526 E Grant Rd , Tucson , 66 , 4 , Tacos , $$
Fermented Tea Company , https://www.yelp.com/biz/fermented-tea-company-tucson-3 , 3820 S Palo Verde Rd , Tucson , 16 , 5 , Coffee &amp; Tea , $
Calle Coffee , https://www.yelp.com/biz/calle-coffee-tucson-2 ,  , Tucson , 16 , 5 , Food Trucks , 
Union Public House , https://www.yelp.com/biz/union-public-house-tucson , 4340 N Campbell Ave , Tucson , 752 , 3 , American (Traditional) , $$
Athens on 4th Avenue , https://www.yelp.com/biz/athens-on-4th-avenue-tucson-3 , 500 N 4th Ave , Tucson , 163 , 4 , Greek , $$
JPS Seafood Market &amp; Restaurant , https://www.yelp.com/biz/jps-seafood-market-and-restaurant-tucson , 5550 S 12th Ave , Tucson , 45 , 4 , Seafood , $$
Tucson Tamale Company , https://www.yelp.com/biz/tucson-tamale-tucson-2 , 7159 E Tanque Verde Rd , Tucson , 124 , 4 , Mexican , $
Dutch Bros Coffee , https://www.yelp.com/biz/dutch-bros-coffee-tucson-2 , 120 S Wilmot Rd , Tucson , 63 , 4 , Coffee &amp; Tea , $
El Guero Canelo , https://www.yelp.com/biz/el-guero-canelo-tucson-2 , 5201 S 12th Ave , Tucson , 574 , 4 , Mexican , $ , https://www.yelp.com/biz/el-guero-canelo-tucson-3 , 5802 E 22nd St , Tucson , 217 , 4 , Mexican , $
Caffe Luce , https://www.yelp.com/biz/caffe-luce-tucson-5 , 245 E Congress St , Tucson , 299 , 4 , Coffee &amp; Tea , $ , https://www.yelp.com/biz/caffe-luce-tucson-2 , 4205 N Campbell Ave , Tucson , 106 , 4 , Coffee &amp; Tea , $
Independent Distillery , https://www.yelp.com/biz/independent-distillery-tucson , 30 S Arizona Ave , Tucson , 110 , 4 , Distilleries , $$
Sundaze Yogurt , https://www.yelp.com/biz/sundaze-yogurt-tucson , 4777 E Sunrise Dr , Tucson , 40 , 4 , Ice Cream &amp; Frozen Yogurt , $
Brewed Awakening , https://www.yelp.com/biz/brewed-awakening-tucson , 2485 N Silverbell Rd , Tucson , 17 , 5 , Coffee &amp; Tea , $
Dickman’s Meat &amp; Deli , https://www.yelp.com/biz/dickmans-meat-and-deli-tucson-4 , 7955 E Broadway , Tucson , 136 , 4 , Meat Shops , $
Caps &amp; Corks , https://www.yelp.com/biz/caps-and-corks-tucson , 3830 W River Rd , Tucson , 29 , 4 , Wine Bars , $$
El Manantial Tacos Y Hotdogs , https://www.yelp.com/biz/el-manantial-tacos-y-hotdogs-tucson , Park Ave And 36th , Tucson , 32 , 4 , Hot Dogs , $
Lindy’s On 4th , https://www.yelp.com/biz/lindys-on-4th-tucson , 500 N 4th Ave , Tucson , 534 , 3 , Burgers , $$
Bahama Buck’s , https://www.yelp.com/biz/bahama-bucks-tucson , 8585 E Broadway Blvd , Tucson , 63 , 4 , Shaved Ice , $
Bisbee Breakfast Club , https://www.yelp.com/biz/bisbee-breakfast-club-tucson-9 , 410 N Wilmot Rd , Tucson , 113 , 4 , American (Traditional) , $$ , https://www.yelp.com/biz/bisbee-breakfast-club-tucson-7 , 2936 E Broadway Blvd , Tucson , 221 , 4 , American (Traditional) , $$
Caffe Torino , https://www.yelp.com/biz/caffe-torino-tucson-3 , 5605 E River Rd , Tucson , 165 , 4 , Italian , $$
KOGI Korean BBQ , https://www.yelp.com/biz/kogi-korean-bbq-tucson-2 , 4951 E Grant Rd , Tucson , 68 , 4 , Korean , $$
Blanco Tacos + Tequila , https://www.yelp.com/biz/blanco-tacos-tequila-tucson-2 , 2905 E Skyline Dr , Tucson , 640 , 3 , Mexican , $$
Bing’s Boba Tea , https://www.yelp.com/biz/bings-boba-tea-tucson , 2040 W Orange Grove Rd , Tucson , 151 , 4 , Coffee &amp; Tea , $ , https://www.yelp.com/biz/bings-boba-tea-tucson-2 , 2510 N Campbell Ave , Tucson , 183 , 4 , Bubble Tea , $
Sonoran Delights , https://www.yelp.com/biz/sonoran-delights-tucson , 921 West Congress Rd , Tucson , 67 , 4 , Shaved Ice , $
Sonoran Brunch Company , https://www.yelp.com/biz/sonoran-brunch-company-tucson , 1060 S Kolb Rd , Tucson , 45 , 4 , Mexican , $
HiFalutin , https://www.yelp.com/biz/hifalutin-tucson-2 , 6780 N Oracle Rd , Tucson , 191 , 4 , Steakhouses , $$
First Watch , https://www.yelp.com/biz/first-watch-tucson-12 , 4775 E Grant Rd , Tucson , 175 , 4 , Breakfast &amp; Brunch , $$ , https://www.yelp.com/biz/first-watch-tucson-13 , 5350 E Broadway Blvd , Tucson , 171 , 4 , Breakfast &amp; Brunch , $$ , https://www.yelp.com/biz/first-watch-tucson-14 , 7189 E Speedway Blvd , Tucson , 141 , 4 , Cafes , $$ , https://www.yelp.com/biz/first-watch-tucson-15 , 5055 N Oracle Rd , Tucson , 213 , 4 , Breakfast &amp; Brunch , $$ , https://www.yelp.com/biz/first-watch-oro-valley-2 , 10565 N Oracle Rd , Tucson , 191 , 4 , Cafes , $$
Barro’s Pizza , https://www.yelp.com/biz/barros-pizza-tucson-2 , 410 N Wilmot Rd , Tucson , 51 , 4 , Pizza , 
Nana’s Kitchen , https://www.yelp.com/biz/nanas-kitchen-tucson , 8225 N Courtney Page Way , Tucson , 199 , 4 , Mexican , $$
Cartel Coffee Lab , https://www.yelp.com/biz/cartel-coffee-lab-tucson-3 , 210 E Broadway Blvd , Tucson , 147 , 4 , Coffee &amp; Tea , $$ , https://www.yelp.com/biz/cartel-coffee-lab-tucson-2 , 2516 N Campbell Ave , Tucson , 346 , 4 , Cafes , $
Kebab King , https://www.yelp.com/biz/kebab-king-tucson , 4500 N Oracle Rd , Tucson , 68 , 4 , Middle Eastern , $
Francisco’s De Noche , https://www.yelp.com/biz/franciscos-de-noche-tucson , 3843 E Pima , Tucson , 56 , 4 , Mexican , $
Texas Roadhouse , https://www.yelp.com/biz/texas-roadhouse-tucson , 170 S Wilmot Rd , Tucson , 284 , 4 , Steakhouses , $$
Trident Grill II , https://www.yelp.com/biz/trident-grill-ii-tucson , 2910 N Swan Rd , Tucson , 214 , 4 , Seafood , $$
Nur Market &amp; Restaurant , https://www.yelp.com/biz/nur-market-and-restaurant-tucson-2 , 3565 E Speedway Blvd , Tucson , 36 , 4 , Grocery , $$
The Hidden Grill2go , https://www.yelp.com/biz/the-hidden-grill2go-tucson-2 , 4955 N Sabino Canyon Rd , Tucson , 22 , 4 , Gluten-Free , 
Fatman Kitchen , https://www.yelp.com/biz/fatman-kitchen-tucson , 2610 N 1st Ave , Tucson , 117 , 4 , Chinese , $$
Wild Garlic Grill , https://www.yelp.com/biz/wild-garlic-grill-tucson , 2870 E Skyline Dr , Tucson , 840 , 3 , French , $$
Goyita’s , https://www.yelp.com/biz/goyitas-oro-valley , 10420 N La Canada Dr , Tucson , 215 , 4 , New Mexican Cuisine , $$
Omni Tucson National Resort , https://www.yelp.com/biz/bobs-steak-and-chop-house-tucson , 2727 W Club Dr , Tucson , 90 , 4 , Steakhouses , $$$
St Mary’s Mexican Food , https://www.yelp.com/biz/st-marys-mexican-food-tucson-2 , 1030 W St Marys Rd , Tucson , 172 , 4 , Mexican , $
Savaya Coffee Market , https://www.yelp.com/biz/savaya-coffee-market-tucson , 5350 E Broadway Blvd , Tucson , 165 , 4 , Coffee &amp; Tea , $ , https://www.yelp.com/biz/savaya-coffee-market-tucson-2 , 2905 E Skyline Dr , Tucson , 67 , 4 , Coffee &amp; Tea , $
Miss Saigon , https://www.yelp.com/biz/miss-saigon-tucson , 1072 N Campbell Ave , Tucson , 629 , 4 , Vietnamese , $ , https://www.yelp.com/biz/miss-saigon-tucson-4 , 250 S Craycroft Rd , Tucson , 197 , 4 , Vietnamese , $$ , https://www.yelp.com/biz/miss-saigon-tucson-2 , 47 N 6th Ave , Tucson , 165 , 4 , Vietnamese , $$
The Meet Rack , https://www.yelp.com/biz/the-meet-rack-tucson , 210 W Drachman St , Tucson , 92 , 4 , Dive Bars , $
Yoshimatsu Japanese Eatery , https://www.yelp.com/biz/yoshimatsu-japanese-eatery-tucson , 2741 N Campbell Ave , Tucson , 451 , 3 , Japanese , $$
Kukai , https://www.yelp.com/biz/kukai-tucson-2 , 267 South Avenida Del Convento , Tucson , 69 , 4 , Japanese , $$
Agustin Kitchen , https://www.yelp.com/biz/agustin-kitchen-tucson-3 , 100 S Avenida Del Convento , Tucson , 439 , 3 , American (New) , $$
Bai Thong , https://www.yelp.com/biz/bai-thong-tucson , 4853 E Speedway Blvd , Tucson , 166 , 4 , Thai , $$
Bentley’s House of Coffee &amp; Tea , https://www.yelp.com/biz/bentleys-house-of-coffee-and-tea-tucson , 1730 E Speedway Blvd , Tucson , 123 , 4 , Coffee &amp; Tea , $
Mian Sichuan , https://www.yelp.com/biz/mian-sichuan-tucson-2 , 4695 N Oracle Rd , Tucson , 46 , 4 , Noodles , $$
Sweet Tomatoes , https://www.yelp.com/biz/sweet-tomatoes-tucson-2 , 6202 E Broadway Blvd , Tucson , 156 , 4 , Vegetarian , $$
MOD Pizza , https://www.yelp.com/biz/mod-pizza-tucson-2 , 4386 N Oracle Rd , Tucson , 119 , 4 , Fast Food , $ , https://www.yelp.com/biz/mod-pizza-tucson-3 , 6351 E Broadway Blvd , Tucson , 137 , 4 , Pizza , $$ , https://www.yelp.com/biz/mod-pizza-oro-valley , 10580 N Oracle Rd , Tucson , 108 , 4 , Fast Food , $ , https://www.yelp.com/biz/mod-pizza-tucson-4 , 3780 W Ina Rd , Tucson , 52 , 4 , Fast Food , $
China Pasta House , https://www.yelp.com/biz/china-pasta-house-tucson , 430 N Park Ave , Tucson , 192 , 4 , Chinese , $
No Anchovies , https://www.yelp.com/biz/no-anchovies-tucson , 870 E University Blvd , Tucson , 237 , 4 , Pizza , $
Peking Palace , https://www.yelp.com/biz/peking-palace-tucson-2 , 6970 E 22nd St , Tucson , 127 , 4 , Chinese , $
Aqui Con el Nene , https://www.yelp.com/biz/aqui-con-el-nene-tucson-3 , 65 W Valencia Rd , Tucson , 61 , 4 , Mexican , $
Freddy’s Frozen Custard &amp; Steakburgers , https://www.yelp.com/biz/freddys-frozen-custard-and-steakburgers-marana , 3725 W Orange Grove Rd , Tucson , 96 , 4 , Ice Cream &amp; Frozen Yogurt , $
El Charro Cafe , https://www.yelp.com/biz/el-charro-cafe-tucson-4 , 311 N Court Ave , Tucson , 1377 , 3 , Tacos , $$
Club Congress , https://www.yelp.com/biz/club-congress-tucson , 311 E Congress St , Tucson , 156 , 4 , Music Venues , $$
Mr. Baja Fish , https://www.yelp.com/biz/mr-baja-fish-tucson-6 , 405 E Wetmore Rd , Tucson , 54 , 4 , Mexican , $
Planet Sub , https://www.yelp.com/biz/planet-sub-tucson , 1070 E Tucson Marketplace Blvd , Tucson , 41 , 4 , Sandwiches , 
Rancho Rustico Restaurant , https://www.yelp.com/biz/rancho-rustico-restaurant-tucson , 10275 E Old Vail Rd , Tucson , 263 , 4 , Mexican , $$
Dutch Bros Coffee , https://www.yelp.com/biz/dutch-bros-coffee-tucson-2 , 120 S Wilmot Rd , Tucson , 63 , 4 , Coffee &amp; Tea , $ , https://www.yelp.com/biz/dutch-bros-coffee-tucson-9 , 5690 W Cortaro Farms Rd , Tucson , 40 , 4 , Coffee &amp; Tea , 
KG’s Westside Cafe , https://www.yelp.com/biz/kgs-westside-cafe-tucson , 1951 W Grant Rd , Tucson , 91 , 4 , Breakfast &amp; Brunch , $
In-N-Out Burger , https://www.yelp.com/biz/in-n-out-burger-marana , 8180 Cortaro Rd , Tucson , 89 , 4 , Fast Food , $ , https://www.yelp.com/biz/in-n-out-burger-tucson-2 , 1978 E Ajo Way , Tucson , 160 , 4 , Burgers , $ , https://www.yelp.com/biz/in-n-out-burger-tucson-3 , 7111 E Broadway Blvd , Tucson , 110 , 4 , Burgers , $
Hacienda Del Sol Guest Ranch Resort , https://www.yelp.com/biz/the-grill-at-hacienda-del-sol-tucson-5 , 5501 N Hacienda Del Sol Rd , Tucson , 312 , 3 , Wine Bars , $$$
Ceres , https://www.yelp.com/biz/ceres-tucson-2 , 77 W Washington St , Tucson , 21 , 4 , Cafes , 
The curry pot - srilankan fusion foodtruck , https://www.yelp.com/biz/the-curry-pot-srilankan-fusion-foodtruck-tucson ,  , Tucson , 23 , 4 , Food Trucks , $$
Tavolino Ristorante Italiano , https://www.yelp.com/biz/tavolino-ristorante-italiano-tucson-2 , 2890 E Skyline Dr , Tucson , 330 , 3 , Italian , $$
Ten55 Brewing Company , https://www.yelp.com/biz/ten55-brewing-company-tucson , 110 E Congress St , Tucson , 98 , 4 , Breweries , $$
El Taco Tote , https://www.yelp.com/biz/el-taco-tote-tucson-5 , 1340 N Wilmot Rd , Tucson , 188 , 4 , Mexican , $
Eclectic Cafe , https://www.yelp.com/biz/eclectic-cafe-tucson , 7053 E Tanque Verde Rd , Tucson , 210 , 4 , American (New) , $$
Poncho’s Restaurant , https://www.yelp.com/biz/ponchos-restaurant-tucson , 5470 E Speedway Blvd , Tucson , 62 , 4 , Mexican , $
Eegee’s , https://www.yelp.com/biz/eegees-tucson-10 , 2470 N Campbell Ave , Tucson , 66 , 4 , Sandwiches , $
Bisbee Breakfast Club , https://www.yelp.com/biz/bisbee-breakfast-club-tucson-9 , 410 N Wilmot Rd , Tucson , 113 , 4 , American (Traditional) , $$ , https://www.yelp.com/biz/bisbee-breakfast-club-tucson-7 , 2936 E Broadway Blvd , Tucson , 221 , 4 , American (Traditional) , $$ , https://www.yelp.com/biz/bisbee-breakfast-club-tucson-11 , 4131 W Ina Rd , Tucson , 307 , 3 , Breakfast &amp; Brunch , $$
Dolce Vita , https://www.yelp.com/biz/dolce-vita-tucson-2 , 1800 E Fort Lowell Rd , Tucson , 84 , 4 , Italian , $$
NYPD New York Pizza Department , https://www.yelp.com/biz/nypd-new-york-pizza-department-tucson , 6546 E Tanque Verde Rd , Tucson , 231 , 4 , Pizza , $$
Penca , https://www.yelp.com/biz/penca-tucson , 50 E Broadway Blvd , Tucson , 447 , 3 , Mexican , $$
The Boxyard , https://www.yelp.com/biz/the-boxyard-tucson , 238 N 4th Ave , Tucson , 73 , 4 , American (New) , $$
Sausage Deli , https://www.yelp.com/biz/sausage-deli-tucson , 754 E Grant Rd , Tucson , 181 , 4 , Delis , $
Bisbee Breakfast Club , https://www.yelp.com/biz/bisbee-breakfast-club-tucson-9 , 410 N Wilmot Rd , Tucson , 113 , 4 , American (Traditional) , $$ , https://www.yelp.com/biz/bisbee-breakfast-club-tucson-7 , 2936 E Broadway Blvd , Tucson , 221 , 4 , American (Traditional) , $$ , https://www.yelp.com/biz/bisbee-breakfast-club-tucson-11 , 4131 W Ina Rd , Tucson , 307 , 3 , Breakfast &amp; Brunch , $$ , https://www.yelp.com/biz/bisbee-breakfast-club-tucson-10 , 4811 E Sunrise Dr , Tucson , 170 , 4 , Coffee &amp; Tea , $$
Yard House , https://www.yelp.com/biz/yard-house-tucson-5 , 5870 E Broadway Blvd , Tucson , 433 , 3 , American (New) , $$
Blackett’s Ridge , https://www.yelp.com/biz/blacketts-ridge-catalina-foothills , Blackett&amp;#39;s Ridge , Tucson , 13 , 5 , Hiking , 
Graze , https://www.yelp.com/biz/graze-tucson-2 , 5635 E Broadway Blvd , Tucson , 88 , 4 , Burgers , $$
Pie Bird Bakery and Cafe , https://www.yelp.com/biz/pie-bird-bakery-and-cafe-tucson , 177 N Church Ave , Tucson , 78 , 4 , Cafes , $
Zona 78 , https://www.yelp.com/biz/zona-78-tucson-2 , 7301 E Tanque Verde Rd , Tucson , 228 , 4 , Pizza , $$
Jewel’s Noodle Kitchen , https://www.yelp.com/biz/jewel-s-noodle-kitchen-tucson , 5683 E Speedway Blvd , Tucson , 40 , 4 , Chinese , 
La Mesa Tortillas , https://www.yelp.com/biz/la-mesa-tortillas-tucson-4 , 3684 W Orange Grove Rd , Tucson , 55 , 4 , Mexican , $
Mariscos Mi Mazatlan , https://www.yelp.com/biz/mariscos-mi-mazatlan-tucson , 5601 E 22nd St , Tucson , 93 , 4 , Seafood , $$
Sushi Valley , https://www.yelp.com/biz/sushi-valley-oro-valley , 10509 N Oracle Rd , Tucson , 163 , 4 , Sushi Bars , $$
Laverna’s Coffee Shop , https://www.yelp.com/biz/lavernas-coffee-shop-tucson , 220 S Plumer Ave , Tucson , 134 , 4 , Coffee &amp; Tea , $
Leo’s , https://www.yelp.com/biz/leos-tucson , 5114 E Speedway Blvd , Tucson , 65 , 4 , Mexican , $
Sauce Pizza &amp; Wine , https://www.yelp.com/biz/sauce-pizza-and-wine-tucson-7 , 6450 E Grant Rd , Tucson , 98 , 4 , Wine Bars , $$ , https://www.yelp.com/biz/sauce-pizza-and-wine-tucson-4 , 5285 E Broadway Blvd , Tucson , 195 , 4 , Pizza , $$ , https://www.yelp.com/biz/sauce-pizza-and-wine-tucson-9 , 7117 N Oracle Rd , Tucson , 231 , 3 , Pizza , $$
Passe Cafe &amp; Bar , https://www.yelp.com/biz/passe-cafe-and-bar-tucson , 415 North 4th Ave , Tucson , 226 , 4 , Coffee &amp; Tea , $
Savaya Coffee Market , https://www.yelp.com/biz/savaya-coffee-market-tucson , 5350 E Broadway Blvd , Tucson , 165 , 4 , Coffee &amp; Tea , $ , https://www.yelp.com/biz/savaya-coffee-market-tucson-2 , 2905 E Skyline Dr , Tucson , 67 , 4 , Coffee &amp; Tea , $ , https://www.yelp.com/biz/savaya-coffee-market-tucson-4 , 6540 E Tanque Verde Rd , Tucson , 14 , 5 , Coffee &amp; Tea , $
Luckie’s Thai-Asian Cuisine , https://www.yelp.com/biz/luckies-thai-asian-cuisine-tucson , 8110 S Houghton Rd , Tucson , 168 , 4 , Thai , $$
Cafe Botanica , https://www.yelp.com/biz/cafe-botanica-tucson , 2150 N Alvernon Way , Tucson , 42 , 4 , Cafes , $$
Cobra Arcade Bar , https://www.yelp.com/biz/cobra-arcade-bar-tucson , 63 E Congress , Tucson , 63 , 4 , Arcades , $
The Oink Cafe - Tucson , https://www.yelp.com/biz/the-oink-cafe-tucson-tucson , 7131 E Broadway Blvd , Tucson , 516 , 3 , Breakfast &amp; Brunch , $$
Old Tucson , https://www.yelp.com/biz/old-tucson-tucson , 201 S Kinney Rd , Tucson , 142 , 4 , Amusement Parks , 
Viva Coffee House , https://www.yelp.com/biz/viva-coffee-house-tucson , 9136 E Valencia Rd , Tucson , 46 , 4 , Coffee &amp; Tea , 
Oregano’s , https://www.yelp.com/biz/oreganos-tucson-3 , 100 W Orange Grove Rd , Tucson , 337 , 3 , Pizza , $$
Tucson Coffee Roasters , https://www.yelp.com/biz/tucson-coffee-roasters-tucson , 3225 N Swan , Tucson , 120 , 4 , Coffee Roasteries , $ , https://www.yelp.com/biz/tucson-coffee-roasters-tucson-2 , 250 S Craycroft Rd , Tucson , 35 , 4 , Coffee Roasteries , $$
Mei Mei , https://www.yelp.com/biz/mei-mei-tucson , 1523 W St Marys Rd , Tucson , 98 , 4 , Chinese , $
ATL Wings - Tucson , https://www.yelp.com/biz/atl-wings-tucson-tucson , 802 N4th Ave , Tucson , 83 , 4 , Chicken Wings , 
Ventana Canyon Hiking Trail , https://www.yelp.com/biz/ventana-canyon-hiking-trail-tucson , 7000 N Resort Dr , Tucson , 24 , 4 , Hiking , 
Garrett’s Family Steakhouse , https://www.yelp.com/biz/garretts-family-steakhouse-tucson , 9431 E 22nd St , Tucson , 135 , 4 , Steakhouses , $$
In-N-Out Burger , https://www.yelp.com/biz/in-n-out-burger-marana , 8180 Cortaro Rd , Tucson , 89 , 4 , Fast Food , $ , https://www.yelp.com/biz/in-n-out-burger-tucson-2 , 1978 E Ajo Way , Tucson , 160 , 4 , Burgers , $ , https://www.yelp.com/biz/in-n-out-burger-tucson-3 , 7111 E Broadway Blvd , Tucson , 110 , 4 , Burgers , $ , https://www.yelp.com/biz/in-n-out-burger-tucson-7 , 3711 Broadway Blvd , Tucson , 112 , 4 , Burgers , $
Louie’s Pub , https://www.yelp.com/biz/louies-pub-tucson-5 , 746 East Fort Lowell , Tucson , 17 , 5 , Dive Bars , $
Oasis Fruit Cones , https://www.yelp.com/biz/oasis-fruit-cones-tucson , 1002 W Saint Marys Rd , Tucson , 43 , 4 , Ice Cream &amp; Frozen Yogurt , $ , https://www.yelp.com/biz/oasis-fruit-cones-tucson-2 , 4126 S 12th Ave , Tucson , 17 , 5 , Ice Cream &amp; Frozen Yogurt , $
Tino’s Pizza , https://www.yelp.com/biz/tinos-pizza-tucson , 6610 E Tanque Verde Rd , Tucson , 90 , 4 , Pizza , $$
Panda House , https://www.yelp.com/biz/panda-house-tucson , 1118 E 6th St , Tucson , 69 , 4 , Vegetarian friendly , $$
Proof Artisanal Pizza &amp; Pasta , https://www.yelp.com/biz/proof-artisanal-pizza-and-pasta-tucson-2 , 4340 N Campbell Ave , Tucson , 89 , 4 , Pizza , $$
GMG Chinese Bistro , https://www.yelp.com/biz/gmg-chinese-bistro-oro-valley , 10370 N La Canada Dr , Tucson , 205 , 3 , Chinese , $$
Serial Grillers , https://www.yelp.com/biz/serial-grillers-tucson-4 , 5975 E Speedway Blvd , Tucson , 869 , 4 , Pizza , $$ , https://www.yelp.com/biz/serial-grillers-tucson-5 , 1970 W River Rd , Tucson , 257 , 4 , Cheesesteaks , $$ , https://www.yelp.com/biz/serial-grillers-tucson-7 , 7585 S Houghton Rd , Tucson , 135 , 4 , Pizza , $$
Za’atar Mediterranean Restaurant &amp; Bakery , https://www.yelp.com/biz/za-atar-mediterranean-restaurant-and-bakery-tucson , 2310 N Country Club Rd , Tucson , 94 , 4 , Middle Eastern , $$
East Coast Super Subs , https://www.yelp.com/biz/east-coast-super-subs-tucson , 187 N Park Ave , Tucson , 171 , 4 , Sandwiches , $
Sauce Pizza &amp; Wine , https://www.yelp.com/biz/sauce-pizza-and-wine-tucson-7 , 6450 E Grant Rd , Tucson , 98 , 4 , Wine Bars , $$ , https://www.yelp.com/biz/sauce-pizza-and-wine-tucson-4 , 5285 E Broadway Blvd , Tucson , 195 , 4 , Pizza , $$ , https://www.yelp.com/biz/sauce-pizza-and-wine-tucson-9 , 7117 N Oracle Rd , Tucson , 231 , 3 , Pizza , $$ , https://www.yelp.com/biz/sauce-pizza-and-wine-tucson-3 , 2990 N Campbell Ave , Tucson , 162 , 4 , Italian , $$
Bear Canyon Pizza , https://www.yelp.com/biz/bear-canyon-pizza-tucson-2 , 8987 E Tanque Verde Rd , Tucson , 215 , 3 , Pizza , $$
Nico’s Mexican Food , https://www.yelp.com/biz/nicos-mexican-food-tucson-9 , 5660 E Broadway Blvd , Tucson , 60 , 4 , Mexican , $
Perfecto’s Mexican , https://www.yelp.com/biz/perfectos-mexican-tucson , 5404 S 12th Ave , Tucson , 60 , 4 , Mexican , $
Guiseppe’s Ristorante Italiano , https://www.yelp.com/biz/guiseppes-ristorante-italiano-tucson-3 , 6060 N Oracle Rd , Tucson , 278 , 3 , Italian , $$
Cheddar’s Scratch Kitchen , https://www.yelp.com/biz/cheddars-scratch-kitchen-tucson , 3455 E. Broadway Blvd , Tucson , 493 , 3 , Comfort Food , $$
Fronimo’s Greek Cafe , https://www.yelp.com/biz/fronimos-greek-cafe-tucson , 3242 E Speedway Blvd , Tucson , 193 , 3 , Greek , $
Toro Loco , https://www.yelp.com/biz/toro-loco-tucson , 7940 E Broadway Blvd , Tucson , 80 , 4 , Locally owned &amp;amp; operated , $
Caffé Lucé , https://www.yelp.com/biz/caff%C3%A9-luc%C3%A9-tucson-3 , 943 E University Blvd , Tucson , 80 , 4 , Coffee &amp; Tea , $
Wok &amp; Roll , https://www.yelp.com/biz/wok-and-roll-tucson , 3000 W Ina Rd , Tucson , 209 , 3 , Japanese , $$
Wings on Fire , https://www.yelp.com/biz/wings-on-fire-tucson , 9040 E Valencia Rd , Tucson , 39 , 4 , Chicken Wings , 
Percheron , https://www.yelp.com/biz/percheron-tucson-3 , S 12th Avenue And W Irvington Rd , Tucson , 34 , 4 , Mexican , $
Oregano’s , https://www.yelp.com/biz/oreganos-tucson-3 , 100 W Orange Grove Rd , Tucson , 337 , 3 , Pizza , $$ , https://www.yelp.com/biz/oreganos-tucson-2 , 4900 E Speedway Blvd , Tucson , 442 , 3 , Pizza , $$
Canyon Cafe , https://www.yelp.com/biz/canyon-cafe-tucson , 7000 N Resort Dr , Tucson , 51 , 4 , Cafes , $$$
Best Western Royal Sun Inn &amp;amp; Suites , https://www.yelp.com/biz/royal-sun-restaurant-and-bar-tucson , 1003 N Stone Ave , Tucson , 73 , 4 , American (New) , $$
Upper Crust Pizza , https://www.yelp.com/biz/upper-crust-pizza-tucson , 1909 E Grant Rd , Tucson , 151 , 4 , Pizza , $
Reforma Modern Mexican. Mezcal + Tequila , https://www.yelp.com/biz/reforma-modern-mexican-mezcal-tequila-tucson , 4340 N Campbell Ave , Tucson , 362 , 3 , Mexican , $$
Viv’s Cafe , https://www.yelp.com/biz/vivs-cafe-tucson , 8987 E Tanque Verde Rd , Tucson , 78 , 4 , Coffee &amp; Tea , $
Boca Tacos Y Tequila , https://www.yelp.com/biz/boca-tacos-y-tequila-tucson , 533 N 4th Ave , Tucson , 534 , 3 , Mexican , $$
Agua Caliente Park , https://www.yelp.com/biz/agua-caliente-park-tucson , 12325 E Roger Rd , Tucson , 33 , 4 , Parks , 
